Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Order Date,Month
First Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Binders,34.76,5,0.2,11.297,2023-03-16 23:13:44.617232064,2023-03
Standard Class,Corporate,United States,Morristown,New Jersey,7960,East,Furniture,Furnishings,74.45,5,0.0,20.1015,2022-01-10 23:51:47.175022515,2022-01
Standard Class,Corporate,United States,Alexandria,Virginia,22304,South,Furniture,Furnishings,192.22,14,0.0,69.1992,2023-03-07 18:37:30.135094568,2023-03
Standard Class,Consumer,United States,Salt Lake City,Utah,84106,West,Office Supplies,Paper,19.44,3,0.0,9.3312,2023-08-07 14:36:16.643650552,2023-08
Second Class,Corporate,United States,Apple Valley,California,92307,West,Office Supplies,Paper,32.4,5,0.0,15.552,2022-04-18 17:58:09.762833984,2022-04
Second Class,Corporate,United States,Apple Valley,California,92307,West,Office Supplies,Envelopes,57.9,5,0.0,28.95,2022-02-26 16:23:29.306514560,2022-02
Second Class,Corporate,United States,Apple Valley,California,92307,West,Office Supplies,Storage,10.56,2,0.0,0.0,2023-04-08 15:44:08.934253976,2023-04
Second Class,Corporate,United States,Apple Valley,California,92307,West,Furniture,Bookcases,1194.165,5,0.15,210.735,2022-01-21 06:43:46.238366856,2022-01
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,40.99,1,0.0,20.0851,2022-09-03 23:47:01.855298708,2022-09
Standard Class,Corporate,United States,Long Beach,California,90805,West,Office Supplies,Art,2.94,1,0.0,0.7938,2022-09-11 01:36:50.147102972,2022-09
First Class,Home Office,United States,Salem,Oregon,97301,West,Office Supplies,Binders,45.24,4,0.7,-30.16,2023-11-21 19:48:23.992794952,2023-11
First Class,Home Office,United States,Salem,Oregon,97301,West,Office Supplies,Art,18.688,4,0.2,2.336,2022-07-03 09:34:31.810267186,2022-07
First Class,Home Office,United States,Salem,Oregon,97301,West,Office Supplies,Paper,11.648,2,0.2,3.7856,2023-10-26 17:00:39.987991592,2023-10
First Class,Home Office,United States,Salem,Oregon,97301,West,Technology,Accessories,112.776,3,0.2,-8.4582,2023-10-26 03:00:16.211347944,2023-10
First Class,Home Office,United States,Salem,Oregon,97301,West,Furniture,Tables,377.45,5,0.5,-264.215,2022-09-19 03:57:20.048033624,2022-09
First Class,Home Office,United States,Salem,Oregon,97301,West,Office Supplies,Labels,15.936,4,0.2,5.1792,2022-07-04 06:35:07.475232662,2022-07
First Class,Home Office,United States,Salem,Oregon,97301,West,Technology,Phones,28.68,3,0.2,-7.17,2022-02-12 09:13:46.778745121,2022-02
Standard Class,Home Office,United States,Aurora,Colorado,80013,West,Furniture,Furnishings,21.44,2,0.2,7.504,2023-03-26 21:20:28.820174120,2023-03
Standard Class,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Storage,511.056,9,0.2,-95.823,2022-11-21 02:55:04.953467428,2022-11
Same Day,Corporate,United States,Newark,Ohio,43055,East,Office Supplies,Art,18.656,2,0.2,1.3992,2023-09-07 02:26:58.973281296,2023-09
Same Day,Corporate,United States,Newark,Ohio,43055,East,Office Supplies,Binders,11.088,7,0.7,-8.1312,2023-11-06 17:23:08.772140496,2023-11
Same Day,Corporate,United States,Newark,Ohio,43055,East,Office Supplies,Storage,66.688,1,0.2,4.168,2022-04-09 02:51:37.448213750,2022-04
Same Day,Corporate,United States,Newark,Ohio,43055,East,Office Supplies,Storage,99.488,2,0.2,8.7052,2022-09-03 06:16:32.134494144,2022-09
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Labels,14.62,2,0.0,6.8714,2022-04-17 10:27:16.265385770,2022-04
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,53.984,14,0.2,17.5448,2022-08-07 02:58:06.520564396,2022-08
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,389.97,3,0.0,132.5898,2023-01-08 22:13:13.275292704,2023-01
Second Class,Consumer,United States,Pocatello,Idaho,83201,West,Furniture,Furnishings,355.36,4,0.0,92.3936,2023-10-02 13:29:16.229360552,2023-10
Second Class,Consumer,United States,Pocatello,Idaho,83201,West,Technology,Phones,140.376,3,0.2,8.7735,2022-06-29 18:02:03.206244370,2022-06
Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Office Supplies,Envelopes,15.84,2,0.2,5.544,2023-02-20 10:57:05.998198740,2023-02
Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Office Supplies,Paper,8.448,2,0.2,2.64,2023-11-06 05:07:47.967577304,2023-11
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,12.96,2,0.0,6.2208,2022-08-26 23:11:34.926448512,2022-08
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Phones,57.408,6,0.2,5.7408,2022-07-29 07:07:06.898829180,2022-07
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Accessories,27.6,4,0.0,2.208,2023-11-17 03:45:13.779645752,2023-11
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,38.976,3,0.6,-50.6688,2023-11-12 06:26:54.650255176,2023-11
Standard Class,Home Office,United States,Holland,Michigan,49423,Central,Office Supplies,Fasteners,20.44,7,0.0,9.198,2022-07-30 07:37:48.507955568,2022-07
Standard Class,Home Office,United States,Holland,Michigan,49423,Central,Office Supplies,Paper,109.92,2,0.0,53.8608,2022-07-01 05:03:02.647853498,2022-07
Standard Class,Consumer,United States,Broken Arrow,Oklahoma,74012,Central,Office Supplies,Binders,6.38,1,0.0,2.9348,2023-06-01 11:50:42.329630744,2023-06
Standard Class,Consumer,United States,Broken Arrow,Oklahoma,74012,Central,Office Supplies,Paper,6.48,1,0.0,3.1104,2023-11-22 02:48:35.881116784,2023-11
Standard Class,Consumer,United States,Athens,Georgia,30605,South,Office Supplies,Paper,15.84,3,0.0,7.128,2023-09-19 01:35:06.394476136,2023-09
Standard Class,Consumer,United States,Athens,Georgia,30605,South,Technology,Phones,1049.93,7,0.0,293.9804,2023-08-09 15:37:39.861903328,2023-08
Standard Class,Consumer,United States,Athens,Georgia,30605,South,Office Supplies,Appliances,154.9,5,0.0,40.274,2022-09-20 13:13:16.517562292,2022-09
Same Day,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,98.352,3,0.2,35.6526,2022-04-08 07:36:04.755328730,2022-04
Same Day,Consumer,United States,Apopka,Florida,32712,South,Office Supplies,Fasteners,14.32,5,0.2,5.191,2022-07-03 07:49:28.838186730,2022-07
Same Day,Consumer,United States,Apopka,Florida,32712,South,Furniture,Furnishings,129.888,6,0.2,12.9888,2023-05-07 13:03:45.878114680,2023-05
Same Day,Consumer,United States,Apopka,Florida,32712,South,Office Supplies,Envelopes,48.944,7,0.2,16.5186,2023-05-21 06:13:04.629240464,2023-05
Standard Class,Home Office,United States,Houston,Texas,77070,Central,Furniture,Chairs,275.058,3,0.3,-90.3762,2023-06-25 22:22:17.976583608,2023-06
Standard Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Art,27.36,9,0.0,9.3024,2023-08-03 05:33:18.318823176,2023-08
Standard Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Paper,44.75,5,0.0,20.585,2023-12-15 12:49:29.918943256,2023-12
Standard Class,Corporate,United States,Baltimore,Maryland,21215,East,Technology,Phones,134.99,1,0.0,36.4473,2023-02-13 21:22:38.510957668,2023-02
Standard Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Paper,26.4,5,0.0,12.672,2022-03-08 21:30:25.397778445,2022-03
Standard Class,Corporate,United States,Baltimore,Maryland,21215,East,Furniture,Chairs,542.94,3,0.0,141.1644,2022-08-02 05:39:47.391173820,2022-08
Second Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Tables,71.088,2,0.2,-1.7772,2023-08-11 21:54:11.996397480,2023-08
Standard Class,Home Office,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,27.396,9,0.8,-42.4638,2023-04-06 16:27:48.688081656,2023-04
Standard Class,Home Office,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,13.456,1,0.8,-23.548,2022-05-01 14:06:52.848994296,2022-05
Same Day,Consumer,United States,Laredo,Texas,78041,Central,Office Supplies,Labels,11.84,1,0.2,4.44,2023-11-30 05:09:05.782047432,2023-11
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Paper,35.88,6,0.0,17.5812,2022-09-19 12:42:34.908435904,2022-09
First Class,Home Office,United States,Cleveland,Ohio,44105,East,Office Supplies,Envelopes,40.752,3,0.2,15.282,2022-02-20 09:49:13.707595316,2022-02
First Class,Home Office,United States,Cleveland,Ohio,44105,East,Technology,Accessories,139.96,5,0.2,-22.7435,2022-09-15 19:25:03.332332632,2022-09
Standard Class,Consumer,United States,Marion,Ohio,43302,East,Office Supplies,Art,2.624,1,0.2,0.2952,2023-02-06 17:47:47.247072952,2023-02
Standard Class,Consumer,United States,Marion,Ohio,43302,East,Furniture,Tables,136.53,1,0.4,-52.3365,2022-10-03 02:21:47.715400780,2022-10
Standard Class,Consumer,United States,Marion,Ohio,43302,East,Technology,Accessories,263.96,1,0.2,42.8935,2022-12-05 20:35:05.313719604,2022-12
Standard Class,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Supplies,11.64,3,0.0,3.3756,2022-10-26 17:37:50.669468628,2022-10
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,40.176,3,0.2,14.5638,2022-02-24 04:51:48.255779045,2022-02
Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,79.44,3,0.0,30.1872,2022-10-21 11:34:16.679675772,2022-10
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Supplies,357.93,3,0.0,7.1586,2023-09-04 02:39:57.117982584,2023-09
Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Chairs,127.764,2,0.1,21.294,2023-07-17 12:36:57.712398680,2023-07
Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Copiers,2799.944,7,0.2,1014.9797,2023-03-12 05:25:31.432002400,2023-03
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,19.44,3,0.0,9.3312,2022-11-07 13:15:52.146502552,2022-11
Same Day,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Phones,36.792,1,0.2,4.1391,2022-05-28 03:24:54.686280396,2022-05
Standard Class,Home Office,United States,New York City,New York,10035,East,Technology,Phones,5.94,3,0.0,1.6038,2022-09-29 23:04:39.915941160,2022-09
Standard Class,Consumer,United States,Richmond,Virginia,23223,South,Office Supplies,Storage,177.55,5,0.0,47.9385,2022-02-10 09:57:26.532572801,2022-02
Second Class,Corporate,United States,Ann Arbor,Michigan,48104,Central,Technology,Accessories,619.95,5,0.0,111.591,2022-08-17 02:49:53.695586912,2022-08
Second Class,Corporate,United States,Ann Arbor,Michigan,48104,Central,Technology,Phones,29.16,3,0.0,8.4564,2023-10-27 14:01:15.652957072,2023-10
Second Class,Corporate,United States,Ann Arbor,Michigan,48104,Central,Office Supplies,Envelopes,57.96,7,0.0,27.2412,2022-11-05 05:14:17.039927948,2022-11
Second Class,Corporate,United States,Ann Arbor,Michigan,48104,Central,Office Supplies,Appliances,29.403,3,0.1,5.2272,2022-09-07 17:04:33.431401980,2022-09
Second Class,Consumer,United States,Lafayette,Indiana,47905,Central,Office Supplies,Storage,81.4,5,0.0,21.164,2023-10-24 08:59:04.881416992,2023-10
First Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Fasteners,8.72,5,0.2,2.289,2023-02-26 08:46:06.736715704,2023-02
First Class,Corporate,United States,Springfield,Oregon,97477,West,Technology,Accessories,91.176,3,0.2,4.5588,2023-08-15 22:11:55.460822576,2023-08
First Class,Corporate,United States,Springfield,Oregon,97477,West,Technology,Accessories,159.968,4,0.2,29.994,2022-09-03 22:01:58.883218252,2022-09
Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,12.96,2,0.0,6.2208,2022-03-18 10:51:54.740318223,2022-03
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Storage,331.536,3,0.2,-82.884,2022-06-02 07:43:25.703992794,2022-06
First Class,Corporate,United States,New York City,New York,10011,East,Technology,Accessories,899.91,9,0.0,395.9604,2023-10-19 15:10:51.696187328,2023-10
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Technology,Phones,946.344,7,0.2,118.293,2022-08-08 06:58:54.073851696,2022-08
Standard Class,Consumer,United States,Madison,Wisconsin,53711,Central,Technology,Accessories,178.11,3,0.0,32.0598,2023-03-28 17:06:43.122185528,2023-03
Standard Class,Consumer,United States,Madison,Wisconsin,53711,Central,Office Supplies,Appliances,1089.75,3,0.0,305.13,2022-04-29 21:50:44.491143800,2022-04
Standard Class,Consumer,United States,Madison,Wisconsin,53711,Central,Office Supplies,Labels,61.06,2,0.0,28.0876,2023-12-27 11:57:37.340138096,2023-12
Standard Class,Consumer,United States,Madison,Wisconsin,53711,Central,Furniture,Bookcases,459.92,4,0.0,41.3928,2023-12-22 23:24:33.071149800,2023-12
Standard Class,Consumer,United States,Madison,Wisconsin,53711,Central,Office Supplies,Paper,27.52,4,0.0,12.6592,2023-08-31 09:22:25.541879312,2023-08
First Class,Corporate,United States,Milford,Connecticut,6460,East,Furniture,Bookcases,638.82,9,0.0,185.2578,2023-06-27 19:53:35.250675472,2023-06
First Class,Corporate,United States,Milford,Connecticut,6460,East,Office Supplies,Supplies,30.69,3,0.0,7.9794,2023-10-22 07:57:41.663164216,2023-10
First Class,Corporate,United States,Milford,Connecticut,6460,East,Furniture,Furnishings,25.16,2,0.0,8.5544,2022-08-01 17:24:26.586610628,2022-08
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,13.92,3,0.2,4.872,2023-06-06 17:54:16.319423592,2023-06
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,19.36,2,0.0,9.2928,2022-08-16 09:19:23.974782348,2022-08
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Furnishings,19.3,2,0.0,5.79,2022-10-31 13:11:06.826778744,2022-10
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,38.376,3,0.2,13.4316,2022-02-25 14:07:44.725307715,2022-02
First Class,Corporate,United States,Fairfield,California,94533,West,Office Supplies,Paper,12.96,2,0.0,6.3504,2022-08-14 06:32:57.784449116,2022-08
First Class,Corporate,United States,Fairfield,California,94533,West,Furniture,Furnishings,26.48,1,0.0,10.0624,2022-06-19 11:10:04.142900030,2022-06
First Class,Corporate,United States,Fairfield,California,94533,West,Technology,Machines,532.72,2,0.2,53.272,2023-09-20 10:51:02.864004800,2023-09
First Class,Corporate,United States,Fairfield,California,94533,West,Office Supplies,Paper,26.72,4,0.0,12.8256,2022-12-02 19:03:00.486340436,2022-12
First Class,Corporate,United States,Fairfield,California,94533,West,Office Supplies,Paper,20.04,3,0.0,9.6192,2023-04-13 07:47:19.147403184,2023-04
First Class,Corporate,United States,Fairfield,California,94533,West,Office Supplies,Storage,795.48,7,0.0,7.9548,2023-12-24 10:25:32.512758928,2023-12
First Class,Corporate,United States,Fairfield,California,94533,West,Furniture,Furnishings,21.56,7,0.0,6.8992,2022-07-08 01:37:42.023416392,2022-07
Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Technology,Phones,249.584,2,0.2,31.198,2022-04-01 11:01:25.379765836,2022-04
Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Technology,Accessories,68.112,3,0.2,17.8794,2022-04-02 20:17:21.849294506,2022-04
Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Technology,Accessories,16.56,3,0.2,-2.484,2023-03-08 06:52:50.939657760,2023-03
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Technology,Phones,74.95,5,0.0,36.7255,2022-08-25 19:10:47.373161212,2022-08
Standard Class,Consumer,United States,Buffalo Grove,Illinois,60089,Central,Furniture,Tables,355.455,3,0.5,-184.8366,2022-04-15 00:40:38.186730711,2022-04
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Labels,44.4,3,0.0,22.2,2022-08-28 22:27:55.172620836,2022-08
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Labels,20.65,5,0.0,9.499,2022-08-23 02:23:57.406184328,2022-08
Standard Class,Consumer,United States,Richmond,Kentucky,40475,South,Furniture,Chairs,866.4,4,0.0,225.264,2022-01-01 00:00:00.000000000,2022-01
Second Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Art,5.56,2,0.0,1.4456,2023-05-22 22:29:12.987090960,2023-05
Standard Class,Consumer,United States,Fort Worth,Texas,76106,Central,Office Supplies,Appliances,3.16,4,0.8,-8.532,2022-02-18 21:03:11.293905734,2022-02
Standard Class,Consumer,United States,Fort Worth,Texas,76106,Central,Technology,Copiers,1999.96,5,0.2,624.9875,2022-01-09 21:36:02.593815671,2022-01
Standard Class,Consumer,United States,Raleigh,North Carolina,27604,South,Furniture,Furnishings,46.152,3,0.2,12.1149,2022-05-24 17:07:34.998498950,2022-05
First Class,Consumer,United States,Hialeah,Florida,33012,South,Technology,Machines,32.985,3,0.5,-1.9791,2022-01-22 08:59:30.819573701,2022-01
Same Day,Home Office,United States,Los Angeles,California,90032,West,Office Supplies,Storage,481.32,4,0.0,125.1432,2022-10-12 05:12:59.225457820,2022-10
Same Day,Home Office,United States,Los Angeles,California,90032,West,Office Supplies,Binders,6.384,1,0.2,2.1546,2023-08-13 00:09:56.577604320,2023-08
First Class,Consumer,United States,Lake Forest,California,92630,West,Office Supplies,Appliances,542.94,3,0.0,152.0232,2023-11-29 16:53:44.977484240,2023-11
First Class,Consumer,United States,Lake Forest,California,92630,West,Furniture,Furnishings,54.92,4,0.0,19.7712,2022-03-26 18:27:33.557490243,2022-03
First Class,Corporate,United States,Long Beach,New York,11561,East,Furniture,Chairs,1448.82,10,0.1,209.274,2022-12-24 02:17:28.333833684,2022-12
Second Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,353.88,6,0.0,17.694,2022-06-16 23:38:23.092164514,2022-06
